run,avarage
0,988.5573615061628
1,1011.2920065252855
2,1130.5666573893682
3,1103.3503882418192
4,1140.4420189098998
5,1364.0872969837587
6,1155.4091732887216
7,1071.6269515201316
8,1181.428970917226
9,949.0478162147723
