run,avarage
0,559.4169500062965
1,567.2720985791525
2,662.0002565418163
3,544.6272863943874
4,646.9376118639734
5,648.0885882052592
6,485.4259511711488
7,605.5110661439231
8,433.43994086485156
9,569.2488032249937
