run,avarage
0,358.4791615890812
1,429.04610453648917
2,314.3857419511014
3,348.45792229935455
4,338.54452554744523
5,425.2274013036527
6,409.7364426490391
7,330.4641687886504
8,358.7166544745184
9,339.0380454600705
